k1x,k1y,k2x,k2y,k3x,k3y,page1,page2,page3
9,4,-6,3,3,7,42,23,28
9,4,-6,4,3,8,42,26,34
9,4,-6,5,3,9,42,29,41
9,4,-6,6,3,10,42,33,48
9,4,-5,-9,4,-5,42,47,22
9,4,-5,-8,4,-4,42,40,17
9,4,-5,-7,4,-3,42,35,14
9,4,-5,-6,4,-2,42,29,13
9,4,-5,-5,4,-1,42,25,11
9,4,-5,-4,4,0,42,22,10
9,4,-5,-3,4,1,42,18,11
9,4,-5,-2,4,2,42,16,13
9,4,-5,-1,4,3,42,15,14
9,4,-5,0,4,4,42,14,17
9,4,-5,1,4,5,42,15,22
9,4,-5,2,4,6,42,16,26
9,4,-5,3,4,7,42,18,31
9,4,-5,4,4,8,42,22,36
9,4,-5,5,4,9,42,25,42
9,4,-4,-9,5,-5,42,42,25
9,4,-4,-8,5,-4,42,36,22
9,4,-4,-7,5,-3,42,31,18
9,4,-4,-6,5,-2,42,26,16
9,4,-4,-5,5,-1,42,22,15
9,4,-4,-4,5,0,42,17,14
9,4,-4,-3,5,1,42,14,15
9,4,-4,-2,5,2,42,13,16
9,4,-4,-1,5,3,42,11,18
9,4,-4,0,5,4,42,10,22
9,4,-4,1,5,5,42,11,25
9,4,-4,2,5,6,42,13,29
9,4,-4,3,5,7,42,14,35
9,4,-4,4,5,8,42,17,40
9,4,-4,5,5,9,42,22,47
9,4,-3,-10,6,-6,42,48,33
9,4,-3,-9,6,-5,42,41,29
9,4,-3,-8,6,-4,42,34,26
9,4,-3,-7,6,-3,42,28,23
9,4,-3,-6,6,-2,42,23,21
9,4,-3,-5,6,-1,42,18,20
9,4,-3,-4,6,0,42,14,19
9,4,-3,-3,6,1,42,12,20
9,4,-3,-2,6,2,42,9,21
9,4,-3,-1,6,3,42,8,23
9,4,-3,0,6,4,42,7,26
9,4,-3,1,6,5,42,8,29
9,4,-3,2,6,6,42,9,33
9,4,-3,3,6,7,42,12,39
9,4,-3,4,6,8,42,14,44
9,4,-2,-10,7,-6,42,46,39
9,4,-2,-9,7,-5,42,39,35
9,4,-2,-8,7,-4,42,32,31
9,4,-2,-7,7,-3,42,27,28
9,4,-2,-6,7,-2,42,21,27
9,4,-2,-5,7,-1,42,16,25
9,4,-2,-4,7,0,42,13,24
9,4,-2,-3,7,1,42,9,25
9,4,-2,-2,7,2,42,6,27
9,4,-2,-1,7,3,42,5,28
9,4,-2,0,7,4,42,4,31
9,4,-2,1,7,5,42,5,35
9,4,-2,2,7,6,42,6,39
9,4,-2,3,7,7,42,9,43
9,4,-2,4,7,8,42,13,49
9,4,-1,-10,8,-6,42,45,44
9,4,-1,-9,8,-5,42,38,40
9,4,-1,-8,8,-4,42,31,36
9,4,-1,-7,8,-3,42,25,34
9,4,-1,-6,8,-2,42,20,32
9,4,-1,-5,8,-1,42,15,31
9,4,-1,-4,8,0,42,11,30
9,4,-1,-3,8,1,42,8,31
9,4,-1,-2,8,2,42,5,32
9,4,-1,-1,8,3,42,3,34
9,4,-1,0,8,4,42,2,36
9,4,-1,1,8,5,42,3,40
9,4,-1,2,8,6,42,5,44
9,4,-1,3,8,7,42,8,49
9,4,0,-9,9,-5,42,37,47
9,4,0,-8,9,-4,42,30,42
9,4,0,-7,9,-3,42,24,41
9,4,0,-6,9,-2,42,19,39
9,4,0,-5,9,-1,42,14,38
9,4,0,-4,9,0,42,10,37
9,4,0,-3,9,1,42,7,38
9,4,0,-2,9,2,42,4,39
9,4,0,-1,9,3,42,2,41
9,4,0,1,9,5,42,2,47
9,4,1,-7,10,-3,42,25,48
9,4,1,-6,10,-2,42,20,46
9,4,1,-5,10,-1,42,15,45
9,4,1,-4,10,0,42,11,44
9,4,1,-3,10,1,42,8,45
9,4,1,-2,10,2,42,5,46
9,4,1,-1,10,3,42,3,48
9,5,-10,-3,-1,2,47,48,5
9,5,-10,-2,-1,3,47,46,8
9,5,-10,-1,-1,4,47,45,11
9,5,-10,0,-1,5,47,44,15
9,5,-10,1,-1,6,47,45,20
9,5,-10,2,-1,7,47,46,25
9,5,-10,3,-1,8,47,48,31
9,5,-9,-5,0,0,47,47,1
9,5,-9,-4,0,1,47,42,2
9,5,-9,-3,0,2,47,41,4
9,5,-9,-2,0,3,47,39,7
9,5,-9,-1,0,4,47,38,10
9,5,-9,0,0,5,47,37,14
9,5,-9,1,0,6,47,38,19
9,5,-9,2,0,7,47,39,24
9,5,-9,3,0,8,47,41,30
9,5,-9,4,0,9,47,42,37
9,5,-9,5,0,10,47,47,44
9,5,-8,-7,1,-2,47,49,5
9,5,-8,-6,1,-1,47,44,3
9,5,-8,-5,1,0,47,40,2
9,5,-8,-4,1,1,47,36,3
9,5,-8,-3,1,2,47,34,5
9,5,-8,-2,1,3,47,32,8
9,5,-8,-1,1,4,47,31,11
9,5,-8,0,1,5,47,30,15
9,5,-8,1,1,6,47,31,20
9,5,-8,2,1,7,47,32,25
9,5,-8,3,1,8,47,34,31
9,5,-8,4,1,9,47,36,38
9,5,-8,5,1,10,47,40,45
9,5,-7,-8,2,-3,47,49,9
9,5,-7,-7,2,-2,47,43,6
9,5,-7,-6,2,-1,47,39,5
9,5,-7,-5,2,0,47,35,4
9,5,-7,-4,2,1,47,31,5
9,5,-7,-3,2,2,47,28,6
9,5,-7,-2,2,3,47,27,9
9,5,-7,-1,2,4,47,25,13
9,5,-7,0,2,5,47,24,16
9,5,-7,1,2,6,47,25,21
9,5,-7,2,2,7,47,27,27
9,5,-7,3,2,8,47,28,32
9,5,-7,4,2,9,47,31,39
9,5,-7,5,2,10,47,35,46
9,5,-6,-8,3,-3,47,44,12
9,5,-6,-7,3,-2,47,39,9
9,5,-6,-6,3,-1,47,33,8
9,5,-6,-5,3,0,47,29,7
9,5,-6,-4,3,1,47,26,8
9,5,-6,-3,3,2,47,23,9
9,5,-6,-2,3,3,47,21,12
9,5,-6,-1,3,4,47,20,14
9,5,-6,0,3,5,47,19,18
9,5,-6,1,3,6,47,20,23
9,5,-6,2,3,7,47,21,28
9,5,-6,3,3,8,47,23,34
9,5,-6,4,3,9,47,26,41
9,5,-6,5,3,10,47,29,48
9,5,-5,-9,4,-4,47,47,17
9,5,-5,-8,4,-3,47,40,14
9,5,-5,-7,4,-2,47,35,13
9,5,-5,-6,4,-1,47,29,11
9,5,-5,-5,4,0,47,25,10
9,5,-5,-4,4,1,47,22,11
9,5,-5,-3,4,2,47,18,13
9,5,-5,-2,4,3,47,16,14
9,5,-5,-1,4,4,47,15,17
9,5,-5,0,4,5,47,14,22
9,5,-5,1,4,6,47,15,26
9,5,-5,2,4,7,47,16,31
9,5,-5,3,4,8,47,18,36
9,5,-5,4,4,9,47,22,42
9,5,-4,-9,5,-4,47,42,22
9,5,-4,-8,5,-3,47,36,18
9,5,-4,-7,5,-2,47,31,16
9,5,-4,-6,5,-1,47,26,15
9,5,-4,-5,5,0,47,22,14
9,5,-4,-4,5,1,47,17,15
9,5,-4,-3,5,2,47,14,16
9,5,-4,-2,5,3,47,13,18
9,5,-4,-1,5,4,47,11,22
9,5,-4,0,5,5,47,10,25
9,5,-4,1,5,6,47,11,29
9,5,-4,2,5,7,47,13,35
9,5,-4,3,5,8,47,14,40
9,5,-4,4,5,9,47,17,47
9,5,-3,-10,6,-5,47,48,29
9,5,-3,-9,6,-4,47,41,26
9,5,-3,-8,6,-3,47,34,23
9,5,-3,-7,6,-2,47,28,21
9,5,-3,-6,6,-1,47,23,20
9,5,-3,-5,6,0,47,18,19
9,5,-3,-4,6,1,47,14,20
9,5,-3,-3,6,2,47,12,21
9,5,-3,-2,6,3,47,9,23
9,5,-3,-1,6,4,47,8,26
9,5,-3,0,6,5,47,7,29
9,5,-3,1,6,6,47,8,33
9,5,-3,2,6,7,47,9,39
9,5,-3,3,6,8,47,12,44
9,5,-2,-10,7,-5,47,46,35
9,5,-2,-9,7,-4,47,39,31
9,5,-2,-8,7,-3,47,32,28
9,5,-2,-7,7,-2,47,27,27
9,5,-2,-6,7,-1,47,21,25
9,5,-2,-5,7,0,47,16,24
9,5,-2,-4,7,1,47,13,25
9,5,-2,-3,7,2,47,9,27
9,5,-2,-2,7,3,47,6,28
9,5,-2,-1,7,4,47,5,31
9,5,-2,0,7,5,47,4,35
9,5,-2,1,7,6,47,5,39
9,5,-2,2,7,7,47,6,43
9,5,-2,3,7,8,47,9,49
9,5,-1,-10,8,-5,47,45,40
9,5,-1,-9,8,-4,47,38,36
9,5,-1,-8,8,-3,47,31,34
9,5,-1,-7,8,-2,47,25,32
9,5,-1,-6,8,-1,47,20,31
9,5,-1,-5,8,0,47,15,30
9,5,-1,-4,8,1,47,11,31
9,5,-1,-3,8,2,47,8,32
9,5,-1,-2,8,3,47,5,34
9,5,-1,-1,8,4,47,3,36
9,5,-1,0,8,5,47,2,40
9,5,-1,1,8,6,47,3,44
9,5,-1,2,8,7,47,5,49
9,5,0,-10,9,-5,47,44,47
9,5,0,-9,9,-4,47,37,42
9,5,0,-8,9,-3,47,30,41
9,5,0,-7,9,-2,47,24,39
9,5,0,-6,9,-1,47,19,38
9,5,0,-5,9,0,47,14,37
9,5,0,-4,9,1,47,10,38
9,5,0,-3,9,2,47,7,39
9,5,0,-2,9,3,47,4,41
9,5,0,-1,9,4,47,2,42
9,5,1,-8,10,-3,47,31,48
9,5,1,-7,10,-2,47,25,46
9,5,1,-6,10,-1,47,20,45
9,5,1,-5,10,0,47,15,44
9,5,1,-4,10,1,47,11,45
9,5,1,-3,10,2,47,8,46
9,5,1,-2,10,3,47,5,48
10,-3,-10,-3,0,-6,48,48,19
10,-3,-10,-2,0,-5,48,46,14
10,-3,-10,-1,0,-4,48,45,10
10,-3,-10,0,0,-3,48,44,7
10,-3,-10,1,0,-2,48,45,4
10,-3,-10,2,0,-1,48,46,2
10,-3,-10,3,0,0,48,48,1
10,-3,-9,-5,1,-8,48,47,31
10,-3,-9,-4,1,-7,48,42,25
10,-3,-9,-3,1,-6,48,41,20
10,-3,-9,-2,1,-5,48,39,15
10,-3,-9,-1,1,-4,48,38,11
10,-3,-9,0,1,-3,48,37,8
10,-3,-9,1,1,-2,48,38,5
10,-3,-9,2,1,-1,48,39,3
10,-3,-9,3,1,0,48,41,2
10,-3,-9,4,1,1,48,42,3
10,-3,-9,5,1,2,48,47,5
10,-3,-8,-7,2,-10,48,49,46
10,-3,-8,-6,2,-9,48,44,39
10,-3,-8,-5,2,-8,48,40,32
10,-3,-8,-4,2,-7,48,36,27
10,-3,-8,-3,2,-6,48,34,21
10,-3,-8,-2,2,-5,48,32,16
10,-3,-8,-1,2,-4,48,31,13
10,-3,-8,0,2,-3,48,30,9
10,-3,-8,1,2,-2,48,31,6
10,-3,-8,2,2,-1,48,32,5
10,-3,-8,3,2,0,48,34,4
10,-3,-8,4,2,1,48,36,5
10,-3,-8,5,2,2,48,40,6
10,-3,-8,6,2,3,48,44,9
10,-3,-8,7,2,4,48,49,13
10,-3,-7,-7,3,-10,48,43,48
10,-3,-7,-6,3,-9,48,39,41
10,-3,-7,-5,3,-8,48,35,34
10,-3,-7,-4,3,-7,48,31,28
10,-3,-7,-3,3,-6,48,28,23
10,-3,-7,-2,3,-5,48,27,18
10,-3,-7,-1,3,-4,48,25,14
10,-3,-7,0,3,-3,48,24,12
10,-3,-7,1,3,-2,48,25,9
10,-3,-7,2,3,-1,48,27,8
10,-3,-7,3,3,0,48,28,7
10,-3,-7,4,3,1,48,31,8
10,-3,-7,5,3,2,48,35,9
10,-3,-7,6,3,3,48,39,12
10,-3,-7,7,3,4,48,43,14
10,-3,-7,8,3,5,48,49,18
10,-3,-6,-6,4,-9,48,33,42
10,-3,-6,-5,4,-8,48,29,36
10,-3,-6,-4,4,-7,48,26,31
10,-3,-6,-3,4,-6,48,23,26
10,-3,-6,-2,4,-5,48,21,22
10,-3,-6,-1,4,-4,48,20,17
10,-3,-6,0,4,-3,48,19,14
10,-3,-6,1,4,-2,48,20,13
10,-3,-6,2,4,-1,48,21,11
10,-3,-6,3,4,0,48,23,10
10,-3,-6,4,4,1,48,26,11
10,-3,-6,5,4,2,48,29,13
10,-3,-6,6,4,3,48,33,14
10,-3,-6,7,4,4,48,39,17
10,-3,-6,8,4,5,48,44,22
10,-3,-5,-6,5,-9,48,29,47
10,-3,-5,-5,5,-8,48,25,40
10,-3,-5,-4,5,-7,48,22,35
10,-3,-5,-3,5,-6,48,18,29
10,-3,-5,-2,5,-5,48,16,25
10,-3,-5,-1,5,-4,48,15,22
10,-3,-5,0,5,-3,48,14,18
10,-3,-5,1,5,-2,48,15,16
10,-3,-5,2,5,-1,48,16,15
10,-3,-5,3,5,0,48,18,14
10,-3,-5,4,5,1,48,22,15
10,-3,-5,5,5,2,48,25,16
10,-3,-5,6,5,3,48,29,18
10,-3,-5,7,5,4,48,35,22
10,-3,-5,8,5,5,48,40,25
10,-3,-5,9,5,6,48,47,29
10,-3,-4,-5,6,-8,48,22,44
10,-3,-4,-4,6,-7,48,17,39
10,-3,-4,-3,6,-6,48,14,33
10,-3,-4,-2,6,-5,48,13,29
10,-3,-4,-1,6,-4,48,11,26
10,-3,-4,0,6,-3,48,10,23
10,-3,-4,1,6,-2,48,11,21
10,-3,-4,2,6,-1,48,13,20
10,-3,-4,3,6,0,48,14,19
10,-3,-4,4,6,1,48,17,20
10,-3,-4,5,6,2,48,22,21
10,-3,-4,6,6,3,48,26,23
10,-3,-4,7,6,4,48,31,26
10,-3,-4,8,6,5,48,36,29
10,-3,-4,9,6,6,48,42,33
10,-3,-3,-5,7,-8,48,18,49
10,-3,-3,-4,7,-7,48,14,43
10,-3,-3,-3,7,-6,48,12,39
10,-3,-3,-2,7,-5,48,9,35
10,-3,-3,-1,7,-4,48,8,31
10,-3,-3,0,7,-3,48,7,28
10,-3,-3,1,7,-2,48,8,27
10,-3,-3,2,7,-1,48,9,25
10,-3,-3,3,7,0,48,12,24
10,-3,-3,4,7,1,48,14,25
10,-3,-3,5,7,2,48,18,27
10,-3,-3,6,7,3,48,23,28
10,-3,-3,7,7,4,48,28,31
10,-3,-3,8,7,5,48,34,35
10,-3,-3,9,7,6,48,41,39
10,-3,-3,10,7,7,48,48,43
10,-3,-2,-4,8,-7,48,13,49
10,-3,-2,-3,8,-6,48,9,44
10,-3,-2,-2,8,-5,48,6,40
10,-3,-2,-1,8,-4,48,5,36
10,-3,-2,0,8,-3,48,4,34
10,-3,-2,1,8,-2,48,5,32
10,-3,-2,2,8,-1,48,6,31
10,-3,-2,3,8,0,48,9,30
10,-3,-2,4,8,1,48,13,31
10,-3,-2,5,8,2,48,16,32
10,-3,-2,6,8,3,48,21,34
10,-3,-2,7,8,4,48,27,36
10,-3,-2,8,8,5,48,32,40
10,-3,-2,9,8,6,48,39,44
10,-3,-2,10,8,7,48,46,49
10,-3,-1,-2,9,-5,48,5,47
10,-3,-1,-1,9,-4,48,3,42
10,-3,-1,0,9,-3,48,2,41
10,-3,-1,1,9,-2,48,3,39
10,-3,-1,2,9,-1,48,5,38
10,-3,-1,3,9,0,48,8,37
10,-3,-1,4,9,1,48,11,38
10,-3,-1,5,9,2,48,15,39
10,-3,-1,6,9,3,48,20,41
10,-3,-1,7,9,4,48,25,42
10,-3,-1,8,9,5,48,31,47
10,-3,0,1,10,-2,48,2,46
10,-3,0,2,10,-1,48,4,45
10,-3,0,3,10,0,48,7,44
10,-3,0,4,10,1,48,10,45
10,-3,0,5,10,2,48,14,46
10,-3,0,6,10,3,48,19,48
10,-2,-10,-3,0,-5,46,48,14
10,-2,-10,-2,0,-4,46,46,10
10,-2,-10,-1,0,-3,46,45,7
10,-2,-10,0,0,-2,46,44,4
10,-2,-10,1,0,-1,46,45,2
10,-2,-10,2,0,0,46,46,1
10,-2,-10,3,0,1,46,48,2
10,-2,-9,-5,1,-7,46,47,25
10,-2,-9,-4,1,-6,46,42,20
10,-2,-9,-3,1,-5,46,41,15
10,-2,-9,-2,1,-4,46,39,11
10,-2,-9,-1,1,-3,46,38,8
10,-2,-9,0,1,-2,46,37,5
10,-2,-9,1,1,-1,46,38,3
10,-2,-9,2,1,0,46,39,2
10,-2,-9,3,1,1,46,41,3
10,-2,-9,4,1,2,46,42,5
10,-2,-9,5,1,3,46,47,8
10,-2,-8,-7,2,-9,46,49,39
10,-2,-8,-6,2,-8,46,44,32
10,-2,-8,-5,2,-7,46,40,27
10,-2,-8,-4,2,-6,46,36,21
10,-2,-8,-3,2,-5,46,34,16
10,-2,-8,-2,2,-4,46,32,13
10,-2,-8,-1,2,-3,46,31,9
10,-2,-8,0,2,-2,46,30,6
10,-2,-8,1,2,-1,46,31,5
10,-2,-8,2,2,0,46,32,4
10,-2,-8,3,2,1,46,34,5
10,-2,-8,4,2,2,46,36,6
10,-2,-8,5,2,3,46,40,9
10,-2,-8,6,2,4,46,44,13
10,-2,-8,7,2,5,46,49,16
10,-2,-7,-8,3,-10,46,49,48
10,-2,-7,-7,3,-9,46,43,41
10,-2,-7,-6,3,-8,46,39,34
10,-2,-7,-5,3,-7,46,35,28
10,-2,-7,-4,3,-6,46,31,23
10,-2,-7,-3,3,-5,46,28,18
10,-2,-7,-2,3,-4,46,27,14
10,-2,-7,-1,3,-3,46,25,12
10,-2,-7,0,3,-2,46,24,9
10,-2,-7,1,3,-1,46,25,8
10,-2,-7,2,3,0,46,27,7
10,-2,-7,3,3,1,46,28,8
10,-2,-7,4,3,2,46,31,9
10,-2,-7,5,3,3,46,35,12
10,-2,-7,6,3,4,46,39,14
10,-2,-7,7,3,5,46,43,18
10,-2,-7,8,3,6,46,49,23
10,-2,-6,-7,4,-9,46,39,42
10,-2,-6,-6,4,-8,46,33,36
10,-2,-6,-5,4,-7,46,29,31
10,-2,-6,-4,4,-6,46,26,26
10,-2,-6,-3,4,-5,46,23,22
10,-2,-6,-2,4,-4,46,21,17
10,-2,-6,-1,4,-3,46,20,14
10,-2,-6,0,4,-2,46,19,13
10,-2,-6,1,4,-1,46,20,11
10,-2,-6,2,4,0,46,21,10
10,-2,-6,3,4,1,46,23,11
10,-2,-6,4,4,2,46,26,13
10,-2,-6,5,4,3,46,29,14
10,-2,-6,6,4,4,46,33,17
10,-2,-6,7,4,5,46,39,22
10,-2,-6,8,4,6,46,44,26
10,-2,-5,-7,5,-9,46,35,47
10,-2,-5,-6,5,-8,46,29,40
10,-2,-5,-5,5,-7,46,25,35
10,-2,-5,-4,5,-6,46,22,29
10,-2,-5,-3,5,-5,46,18,25
10,-2,-5,-2,5,-4,46,16,22
10,-2,-5,-1,5,-3,46,15,18
10,-2,-5,0,5,-2,46,14,16
10,-2,-5,1,5,-1,46,15,15
10,-2,-5,2,5,0,46,16,14
10,-2,-5,3,5,1,46,18,15
10,-2,-5,4,5,2,46,22,16
10,-2,-5,5,5,3,46,25,18
10,-2,-5,6,5,4,46,29,22
10,-2,-5,7,5,5,46,35,25
10,-2,-5,8,5,6,46,40,29
10,-2,-5,9,5,7,46,47,35
10,-2,-4,-6,6,-8,46,26,44
10,-2,-4,-5,6,-7,46,22,39
10,-2,-4,-4,6,-6,46,17,33
10,-2,-4,-3,6,-5,46,14,29
10,-2,-4,-2,6,-4,46,13,26
10,-2,-4,-1,6,-3,46,11,23
10,-2,-4,0,6,-2,46,10,21
10,-2,-4,1,6,-1,46,11,20
10,-2,-4,2,6,0,46,13,19
10,-2,-4,3,6,1,46,14,20
10,-2,-4,4,6,2,46,17,21
10,-2,-4,5,6,3,46,22,23
10,-2,-4,6,6,4,46,26,26
10,-2,-4,7,6,5,46,31,29
10,-2,-4,8,6,6,46,36,33
10,-2,-4,9,6,7,46,42,39
10,-2,-3,-6,7,-8,46,23,49
10,-2,-3,-5,7,-7,46,18,43
10,-2,-3,-4,7,-6,46,14,39
10,-2,-3,-3,7,-5,46,12,35
10,-2,-3,-2,7,-4,46,9,31
10,-2,-3,-1,7,-3,46,8,28
10,-2,-3,0,7,-2,46,7,27
10,-2,-3,1,7,-1,46,8,25
10,-2,-3,2,7,0,46,9,24
10,-2,-3,3,7,1,46,12,25
10,-2,-3,4,7,2,46,14,27
10,-2,-3,5,7,3,46,18,28
10,-2,-3,6,7,4,46,23,31
10,-2,-3,7,7,5,46,28,35
10,-2,-3,8,7,6,46,34,39
10,-2,-3,9,7,7,46,41,43
10,-2,-3,10,7,8,46,48,49
10,-2,-2,-5,8,-7,46,16,49
10,-2,-2,-4,8,-6,46,13,44
10,-2,-2,-3,8,-5,46,9,40
10,-2,-2,-2,8,-4,46,6,36
10,-2,-2,-1,8,-3,46,5,34
10,-2,-2,0,8,-2,46,4,32
10,-2,-2,1,8,-1,46,5,31
10,-2,-2,2,8,0,46,6,30
10,-2,-2,3,8,1,46,9,31
10,-2,-2,4,8,2,46,13,32
10,-2,-2,5,8,3,46,16,34
10,-2,-2,6,8,4,46,21,36
10,-2,-2,7,8,5,46,27,40
10,-2,-2,8,8,6,46,32,44
10,-2,-2,9,8,7,46,39,49
10,-2,-1,-3,9,-5,46,8,47
10,-2,-1,-2,9,-4,46,5,42
10,-2,-1,-1,9,-3,46,3,41
10,-2,-1,0,9,-2,46,2,39
10,-2,-1,1,9,-1,46,3,38
10,-2,-1,2,9,0,46,5,37
10,-2,-1,3,9,1,46,8,38
10,-2,-1,4,9,2,46,11,39
10,-2,-1,5,9,3,46,15,41
10,-2,-1,6,9,4,46,20,42
10,-2,-1,7,9,5,46,25,47
10,-2,0,-1,10,-3,46,2,48
10,-2,0,1,10,-1,46,2,45
10,-2,0,2,10,0,46,4,44
10,-2,0,3,10,1,46,7,45
10,-2,0,4,10,2,46,10,46
10,-2,0,5,10,3,46,14,48
10,-1,-10,-3,0,-4,45,48,10
10,-1,-10,-2,0,-3,45,46,7
10,-1,-10,-1,0,-2,45,45,4
10,-1,-10,0,0,-1,45,44,2
10,-1,-10,1,0,0,45,45,1
10,-1,-10,2,0,1,45,46,2
10,-1,-10,3,0,2,45,48,4
10,-1,-9,-5,1,-6,45,47,20
10,-1,-9,-4,1,-5,45,42,15
10,-1,-9,-3,1,-4,45,41,11
10,-1,-9,-2,1,-3,45,39,8
10,-1,-9,-1,1,-2,45,38,5
10,-1,-9,0,1,-1,45,37,3
10,-1,-9,1,1,0,45,38,2
10,-1,-9,2,1,1,45,39,3
10,-1,-9,3,1,2,45,41,5
10,-1,-9,4,1,3,45,42,8
10,-1,-9,5,1,4,45,47,11
10,-1,-8,-7,2,-8,45,49,32
10,-1,-8,-6,2,-7,45,44,27
10,-1,-8,-5,2,-6,45,40,21
10,-1,-8,-4,2,-5,45,36,16
10,-1,-8,-3,2,-4,45,34,13
10,-1,-8,-2,2,-3,45,32,9
10,-1,-8,-1,2,-2,45,31,6
10,-1,-8,0,2,-1,45,30,5
10,-1,-8,1,2,0,45,31,4
10,-1,-8,2,2,1,45,32,5
10,-1,-8,3,2,2,45,34,6
10,-1,-8,4,2,3,45,36,9
10,-1,-8,5,2,4,45,40,13
10,-1,-8,6,2,5,45,44,16
10,-1,-8,7,2,6,45,49,21
10,-1,-7,-8,3,-9,45,49,41
10,-1,-7,-7,3,-8,45,43,34
10,-1,-7,-6,3,-7,45,39,28
10,-1,-7,-5,3,-6,45,35,23
10,-1,-7,-4,3,-5,45,31,18
10,-1,-7,-3,3,-4,45,28,14
10,-1,-7,-2,3,-3,45,27,12
10,-1,-7,-1,3,-2,45,25,9
10,-1,-7,0,3,-1,45,24,8
10,-1,-7,1,3,0,45,25,7
10,-1,-7,2,3,1,45,27,8
10,-1,-7,3,3,2,45,28,9
10,-1,-7,4,3,3,45,31,12
10,-1,-7,5,3,4,45,35,14
10,-1,-7,6,3,5,45,39,18
10,-1,-7,7,3,6,45,43,23
10,-1,-7,8,3,7,45,49,28
10,-1,-6,-8,4,-9,45,44,42
10,-1,-6,-7,4,-8,45,39,36
10,-1,-6,-6,4,-7,45,33,31
10,-1,-6,-5,4,-6,45,29,26
10,-1,-6,-4,4,-5,45,26,22
10,-1,-6,-3,4,-4,45,23,17
10,-1,-6,-2,4,-3,45,21,14
10,-1,-6,-1,4,-2,45,20,13
10,-1,-6,0,4,-1,45,19,11
10,-1,-6,1,4,0,45,20,10
10,-1,-6,2,4,1,45,21,11
10,-1,-6,3,4,2,45,23,13
10,-1,-6,4,4,3,45,26,14
10,-1,-6,5,4,4,45,29,17
10,-1,-6,6,4,5,45,33,22
10,-1,-6,7,4,6,45,39,26
10,-1,-6,8,4,7,45,44,31
10,-1,-5,-8,5,-9,45,40,47
10,-1,-5,-7,5,-8,45,35,40
10,-1,-5,-6,5,-7,45,29,35
10,-1,-5,-5,5,-6,45,25,29
10,-1,-5,-4,5,-5,45,22,25
10,-1,-5,-3,5,-4,45,18,22
10,-1,-5,-2,5,-3,45,16,18
10,-1,-5,-1,5,-2,45,15,16
10,-1,-5,0,5,-1,45,14,15
10,-1,-5,1,5,0,45,15,14
10,-1,-5,2,5,1,45,16,15
10,-1,-5,3,5,2,45,18,16
10,-1,-5,4,5,3,45,22,18
10,-1,-5,5,5,4,45,25,22
10,-1,-5,6,5,5,45,29,25
10,-1,-5,7,5,6,45,35,29
10,-1,-5,8,5,7,45,40,35
10,-1,-5,9,5,8,45,47,40
10,-1,-4,-7,6,-8,45,31,44
10,-1,-4,-6,6,-7,45,26,39
10,-1,-4,-5,6,-6,45,22,33
10,-1,-4,-4,6,-5,45,17,29
10,-1,-4,-3,6,-4,45,14,26
10,-1,-4,-2,6,-3,45,13,23
10,-1,-4,-1,6,-2,45,11,21
10,-1,-4,0,6,-1,45,10,20
10,-1,-4,1,6,0,45,11,19
10,-1,-4,2,6,1,45,13,20
10,-1,-4,3,6,2,45,14,21
10,-1,-4,4,6,3,45,17,23
10,-1,-4,5,6,4,45,22,26
10,-1,-4,6,6,5,45,26,29
10,-1,-4,7,6,6,45,31,33
10,-1,-4,8,6,7,45,36,39
10,-1,-4,9,6,8,45,42,44
10,-1,-3,-7,7,-8,45,28,49
10,-1,-3,-6,7,-7,45,23,43
10,-1,-3,-5,7,-6,45,18,39
10,-1,-3,-4,7,-5,45,14,35
10,-1,-3,-3,7,-4,45,12,31
10,-1,-3,-2,7,-3,45,9,28
10,-1,-3,-1,7,-2,45,8,27
10,-1,-3,0,7,-1,45,7,25
10,-1,-3,1,7,0,45,8,24
10,-1,-3,2,7,1,45,9,25
10,-1,-3,3,7,2,45,12,27
10,-1,-3,4,7,3,45,14,28
10,-1,-3,5,7,4,45,18,31
10,-1,-3,6,7,5,45,23,35
10,-1,-3,7,7,6,45,28,39
10,-1,-3,8,7,7,45,34,43
10,-1,-3,9,7,8,45,41,49
10,-1,-2,-6,8,-7,45,21,49
10,-1,-2,-5,8,-6,45,16,44
10,-1,-2,-4,8,-5,45,13,40
10,-1,-2,-3,8,-4,45,9,36
10,-1,-2,-2,8,-3,45,6,34
10,-1,-2,-1,8,-2,45,5,32
10,-1,-2,0,8,-1,45,4,31
10,-1,-2,1,8,0,45,5,30
10,-1,-2,2,8,1,45,6,31
10,-1,-2,3,8,2,45,9,32
10,-1,-2,4,8,3,45,13,34
10,-1,-2,5,8,4,45,16,36
10,-1,-2,6,8,5,45,21,40
10,-1,-2,7,8,6,45,27,44
10,-1,-2,8,8,7,45,32,49
10,-1,-1,-4,9,-5,45,11,47
10,-1,-1,-3,9,-4,45,8,42
10,-1,-1,-2,9,-3,45,5,41
10,-1,-1,-1,9,-2,45,3,39
10,-1,-1,0,9,-1,45,2,38
10,-1,-1,1,9,0,45,3,37
10,-1,-1,2,9,1,45,5,38
10,-1,-1,3,9,2,45,8,39
10,-1,-1,4,9,3,45,11,41
10,-1,-1,5,9,4,45,15,42
10,-1,-1,6,9,5,45,20,47
10,-1,0,-2,10,-3,45,4,48
10,-1,0,-1,10,-2,45,2,46
10,-1,0,1,10,0,45,2,44
10,-1,0,2,10,1,45,4,45
